hotel name,rating,rating text,place,near by place,discount price,actual price,facilities,destination name,,
"Ram Rann Resort, Dholavira",3.9,Very Good,"Dholavira, Rann of Kutch",Not Available,5560,6500,Restaurant,Kutch,,
City Plaza Hotel,2.5,Average,"Sector 1A, Gandhidham",7.7 km drive to Kandla Airport,1967,2300,Restaurant,Kutch,,
Ranjan Vadi,3.5,Very Good,"Bhuj, Bhuj",8.5 km drive to Bhuj Airport (BHJ),1771,2300,24-hour Room Service,Kutch,,
HOTEL M PORT,4.2,Very Good,"Nanakpaya, Mundra",Not Available,1600,3000,24-hour Room service,Kutch,,
Royal Guest House,4.1,Very Good,"Old Dhatia Falia, Bhuj",5.2 km drive to Bhuj Airport (BHJ),1283,1500,Lounge,Kutch,,
Kutch Classic Resort Camp,4.1,Very Good,"Gorewali, Bhuj",74.7 km from city centre,4638,5200,24-hour Room service,Kutch,,
HOTEL SHIV RESIDENCY,4.1,Very Good,"Old Dhatia Falia, Bhuj",5.0 km drive to Bhuj Airport (BHJ),1882,2200,24-hour Room Service,Kutch,,
Vijay Vilas Heritage Resort,3.7,Very Good,"Mandvi Beach, Mandvi Kutch",Not Available,6376,7200,Private Beach,Kutch,,
Hotel Bhaguji,1.8,Poor,"Madhapar, Bhuj",9.5 km drive to Bhuj Airport (BHJ),1711,2000,Free Wi-Fi,Kutch,,
Hotel Vishwas,3.4,Good,"Gandhidham, Gandhidham",About a minute walk to Gandhidham Bus Station,1198,1400,24-hour Room service,Kutch,,
HOTEL KUTCH HERITAGE,3.6,Very Good,"Airport Ring Rd, Bhuj",4.2 km drive to Bhuj Airport (BHJ),1711,2000,Restaurant,Kutch,,
Hotel Shiv Lake,3.2,Good,"Old Dhatia Falia, Bhuj",4.1 km drive to Bhuj Airport (BHJ),3931,4500,24-hour Room Service,Kutch,,
SHILPGRAM FARM STAY AND RESORT,3.2,Good,"Kukma, Bhuj",11.8 km from city centre,1155,1500,Indoor Games,Kutch,,
shreeju regency,4.5,Excellent,"Anjar, Gandhidham",8 minutes walk to Anjar Railway Station,1433,1675,Restaurant,Kutch,,
Hotel Hastik,5,Excellent,"Bhuj, Bhuj",23.6 km from city centre,1413,2241,Butler Services,Kutch,,
Luxurious 3 BHK Villa In Bhuj Shivani Homestay,4.5,Excellent,"Bhuj, Bhuj",Not Available,7178,7989,Free Wi-Fi,Kutch,,
Hotel BhujView,2.8,Average,"Madhapar, Bhuj",9.7 km drive to Bhuj Airport (BHJ),1625,1900,24-hour Room Service,Kutch,,
Hotel Aarti.,2.5,Average,"Ward 12A, Gandhidham",5 minutes walk to Kandla Railway Station,1453,1699,24-hour Room Service,Kutch,,
Heritage Resort Dholavira,3.6,Very Good,"Dholavira, Rann of Kutch",Not Available,6476,11250,24-hour Room service,Kutch,,
Rann Heritage Resort,3.7,Very Good,"Bhuj, Bhuj",1.5 km drive to Rann Utsav Venue,5756,6500,24-hour Room service,Kutch,,
Shree Ramkrupa Party Plot & Resort,2.8,Average,"Gandhidham, Gandhidham",Not Available,3586,4000,Swimming Pool,Kutch,,
Mahefeel E Rann Resort,4.2,Very Good,"Hodka, Bhuj",62.7 km from city centre,3772,4200,24-hour Room service,Kutch,,
GREAT RANN RESORT,3.2,Good,"Dhordo, Bhuj",Not Available,6253,7500,Caretaker,Kutch,,
Kiaayo Resort White Rann of Kutch,4.1,Very Good,"Dhrobana, Bhuj",82.8 km from city centre,4463,7200,24-hour Room service,Kutch,,
HOTEL ICON INN,4.5,Excellent,"Mundra, Mundra",Not Available,3598,5000,Restaurant,Kutch,,
PRIDE ROCK RESORT,4.1,Very Good,"Godpar, Bhuj",22.4 km from city centre,2879,4000,Restaurant,Kutch,,
JP RESORT,4.3,Excellent,"Umiya Nagar, Nakhtarana",Not Available,3931,4500,Restaurant,Kutch,,
Kutch Yatra,3.9,Very Good,"Bhuj, Bhuj",Not Available,8521,10000,Housekeeping,Kutch,,
Prag View Heritage Homestay,4.2,Very Good,"Old Dhatia Falia, Bhuj",3.7 km drive to Bhuj Airport (BHJ),2937,3500,Bonfire,Kutch,,
HAPPY HOME,4.3,Excellent,"Bhuj, Bhuj",4.0 km drive to Bhuj Airport (BHJ),2502,3000,Kitchenette,Kutch,,
HV Beach Hotel,3.1,Good,"Mandvi Beach, Mandvi Kutch",Not Available,4773,7700,Restaurant,Kutch,,
Shree Manav Residency,3.5,Very Good,"Anjar, Gandhidham",10 minutes walk to Anjar Railway Station,4782,5400,Gym,Kutch,,
Hotel Om Palace,3.6,Very Good,"Gala Nagar, Mandvi Kutch",Not Available,1023,1500,Restaurant,Kutch,,
Infinity Resorts Rann of Kutch,3.9,Very Good,"Nani Aral, Nakhtarana",Not Available,4775,6000,Swimming Pool,Kutch,,
HOTEL MUNDRA INN,3.3,Good,"Nanakpaya, Mundra",Not Available,2533,2900,Restaurant,Kutch,,
Eraya Villa Bhuj,5,Excellent,"Bhuj, Bhuj",13.7 km from city centre,16319,18500,Caretaker,Kutch,,
Hotel Shree Maruti,3.7,Very Good,"Sector 8, Gandhidham",8.2 km drive to Kandla Airport,1711,2000,Restaurant,Kutch,,
Hotel White Desert,3.4,Good,"Airport Ring Rd, Bhuj",4.2 km drive to Bhuj Airport (BHJ),1500,2200,Spa,Kutch,,
Rann Dharti Homestay,5,Excellent,"Hodka, Bhuj",62.2 km from city centre,2873,3500,Shared Parking,Kutch,,
Hotel Anjali Palace,3.5,Very Good,"Vijay Nagar, Bhuj",6.3 km drive to Bhuj Airport (BHJ),3712,5000,24-hour Room service,Kutch,,
ANNPURNA GUEST HOUSE,3.9,Very Good,"Old Dhatia Falia, Bhuj",4.4 km drive to Bhuj Airport (BHJ),1189,3450,Restaurant,Kutch,,
Fun N Food,3.3,Good,"Sector 8, Gandhidham",8.3 km drive to Kandla Airport,3319,3800,Restaurant,Kutch,,
Hotel Bansidhar Palace,2.6,Average,"Nanakpaya, Mundra",Not Available,1625,2000,24-hour Room service,Kutch,,
Always welcome home stay,4.1,Very Good,"Gorewali, Bhuj",76.3 km from city centre,3657,4600,Private Living Room,Kutch,,
Hotel P.B. International,3.2,Good,"Gandhidham, Gandhidham",7.8 km drive to Kandla Airport,1309,1800,Swimming Pool,Kutch,,
Hotel Happy Stay,3.1,Good,"Gandhidham, Gandhidham",8.5 km drive to Kandla Airport,1668,1950,24-hour Room service,Kutch,,
White Desert Camp,3.4,Good,"Gorewali, Bhuj",75.5 km from city centre,4276,9600,24-hour Room service,Kutch,,
Hotel Kutch Elegance,3.5,Very Good,"Madhapar, Bhuj",8.6 km drive to Bhuj Airport (BHJ),2447,4000,Restaurant,Kutch,,
StayVista at Desert Palms,4,Very Good,"Gandhidham, Gandhidham",Not Available,7694,10575,Swimming Pool,Kutch,,
SAGAR GUEST HOUSE,2.3,Average,"Ghanshyam Nagar, Bhuj",4.5 km drive to Bhuj Airport (BHJ),941,1100,Lounge,Kutch,,
Chitrakoot Residency,5,Excellent,"Mundra, Mundra",Not Available,1738,3000,Restaurant,Kutch,,
Stay Guru Holiday White Rann Camp,3.5,Very Good,"Gorewali, Bhuj",75.4 km from city centre,4782,6000,24-hour Room service,Kutch,,
BANNI VILLAGE STAY,4.5,Excellent,"Hodka, Bhuj",62.6 km from city centre,2639,2999,Bonfire,Kutch,,
Hotel Zarna,3.1,Good,"Nanakpaya, Mundra",Not Available,4285,4999,Restaurant,Kutch,,
Om Villa - 2BHK Entire Home Stay,4,Very Good,"Mandvi Kutch, Mandvi Kutch",Special discount of ₹530 applied. Valid for first 5 bookings of this property,1970,2500,Private Kitchen,Kutch,,
THE ROYAL RIVIERA,4,Very Good,"Bhuj, Bhuj",3.8 km drive to Bhuj Airport (BHJ),6289,8000,Bonfire,Kutch,,
Rann Riders Resort,4,Very Good,"Rann of Kutch, Rann of Kutch",Special discount of ₹850 applied. Valid for first 5 bookings of this property,4150,5000,Air Conditioning,Kutch,,
HODKA - ZEEL RESORT,3.8,Very Good,"Hodka, Bhuj",62.9 km from city centre,4324,5500,24-hour Room service,Kutch,,
HeArt of Kutch,3.7,Very Good,"Hodka, Bhuj",Not Available,3524,4200,24-hour Room service,Kutch,,
Hotel Z Plus,3.3,Good,"Nanakpaya, Mundra",Not Available,5313,6000,Restaurant,Kutch,,
Ajanta Hotel and Party Plots,2.4,Average,"Gandhidham, Gandhidham",5.7 km drive to Kandla Airport,941,1100,24-hour Room service,Kutch,,
Hote Aaram,3.2,Good,"Gala Nagar, Mandvi Kutch",Not Available,1449,2500,24-hour Room service,Kutch,,
Riddhi Siddhi Villa,3,Good,"Bhuj, Bhuj",17.3 km from city centre,7498,8500,Air Conditioning,Kutch,,
Hotel Shiv Regency,3,Good,"Kukma, Bhuj",6 minutes walk to Kukma Railway Station,1810,3500,Restaurant,Kutch,,
hotel orion,2.7,Average,"Bhuj, Bhuj",Not Available,3057,3500,Spa,Kutch,,
Shraddha Guest house,2.5,Average,"Mandvi Kutch, Mandvi Kutch",Not Available,4428,5000,24-hour Room service,Kutch,,
Hotel Royal Palace,1.8,Poor,"Madhapar, Bhuj",9.5 km drive to Bhuj Airport (BHJ),3341,4500,Restaurant,Kutch,,
Villa in Bhuj,3.5,Very Good,"Bhuj, Bhuj",13.6 km from city centre,22052,25000,Free Wi-Fi,Kutch,,
HOTEL PARADISE INN,2,Average,"Gandhidham, Gandhidham",6.1 km drive to Kandla Airport,1882,2200,24-hour Room service,Kutch,,
HOTEL BLUE COAST BY HOC,1.3,Poor,"Mandvi Kutch, Mandvi Kutch",Not Available,1454,2000,Restaurant,Kutch,,
Shivalika Resort,1,Poor,"Bhuj, Bhuj",13.8 km from city centre,5756,6500,Swimming Pool,Kutch,,
Hotel Gajanand Palace,1,Poor,"Mundra, Mundra",Not Available,5266,7000,Restaurant,Kutch,,
Tathastu Beach Retreat,3.5,Very Good,"Mandvi Kutch, Mandvi Kutch",Special discount of ₹3431 applied. Valid for first 5 bookings of this property,16569,20000,Caretaker,Kutch,,
Fun Hotel,3.5,Very Good,"Gandhidham, Gandhidham",7.1 km drive to Kandla Airport,2446,2800,Restaurant,Kutch,,
DESERT INN CAMP,3.5,Very Good,"Dhordo, Bhuj",1.6 km drive to Rann Utsav Venue,3931,4500,24-hour Room service,Kutch,,
KACHCHH ADVENTURES CAMP AND RESORT,3.5,Very Good,"Bhuj, Bhuj",19.2 km from city centre,6194,6900,24-hour Room service,Kutch,,
Hotel PB INN,3.5,Very Good,"Ward 12A, Gandhidham",8 minutes walk to Kandla Railway Station,1882,2200,24-hour Room Service,Kutch,,
Hotel Smriti Hills,3.5,Very Good,"Madhapar, Bhuj",9.7 km drive to Bhuj Airport (BHJ),2621,3000,24-hour Room Service,Kutch,,
RANN KAAR VILLAGE RESORT,3.5,Very Good,"Hodka, Bhuj",62.5 km from city centre,3494,4000,24-hour Room service,Kutch,,
Hotel Radiant,3.5,Very Good,"Madhapar, Bhuj",8.6 km drive to Bhuj Airport (BHJ),2184,2500,24-hour Room service,Kutch,,
HOTEL RANN FRONT,3.5,Very Good,"Bhuj, Bhuj",20.1 km from city centre,1711,2500,Restaurant,Kutch,,
Hari om Hotel and Restaurant,3.5,Very Good,"Nakhtarana, Nakhtarana",Special discount of ₹244 applied. Valid for first 5 bookings of this property,1756,2000,Air Conditioning,Kutch,,
parshukshetra,3.5,Very Good,"Bhuj, Bhuj",5.5 km drive to Bhuj Airport (BHJ),2195,2500,Air Conditioning,Kutch,,
K K BUNGALOWS,3.5,Very Good,"Airport Ring Rd, Bhuj",3.7 km drive to Bhuj Airport (BHJ),5533,9999,Kitchenette,Kutch,,
Shree Chawal Krupa Guest House,3.5,Very Good,"Kukma, Bhuj",11.2 km from city centre,1369,1600,Living Room,Kutch,,
"Kutch Birding Lodge, Nakhatrana | Rann of Kutch",3.5,Very Good,"Nakhtarana, Nakhtarana",Not Available,4543,5700,Free Parking,Kutch,,
Hotel The Grand Jashi Residency,4.4,Excellent,Krishnanagar Society,Not Available,1490,1800,24-hour Room Service,Patan,,
The Grand Raveta,4.5,Excellent,Tirupati Township,Not Available,1651,2142,Restaurant,Patan,,
Hotel Dolphin Residency,3.5,Very Good,Krishnanagar Society,Not Available,1189,1360,24-hour Room Service,Patan,,
Hotel The Grand Piano,4.4,Excellent,Patan,Not Available,4021,5072,Restaurant,Patan,,
Hotel Tulsi,4.4,Excellent,Chamunda society,610 m drive to Patan Railway Station,1880,2200,Restaurant,Patan,,
APPLE RESIDENCY,4.4,Excellent,Pragati Nagar Society,Not Available,1101,1840,Restaurant,Patan,,
Hotel Blue Galaxy,3.9,Very Good,VTC Patan,320 m drive to Patan Railway Station,3505,4000,24-hour Room service,Patan,,
"Hotel Navjivan,Patan",3.5,Very Good,Vishnunagar,Not Available,1111,1300,Restaurant,Patan,,
Rudra Hotel,3.5,Very Good,Patan,Not Available,3067,3500,Restaurant,Patan,,
Hotel Marvel Inn,2.7,Average,Chamunda society,610 m drive to Patan Railway Station,1769,2070,Restaurant,Patan,,
Lilas Hotel,3.4,Good,Bhatia Bazar Old,6.6 km drive to Porbandar Airport (PBD),1592,1904,24-hour Room service,Porbandar,,
"The Fern Residency, Porbandar",3.6,Very Good,Porbandar,9.3 km drive to Porbandar Airport (PBD),4323,5200,Gym,Porbandar,,
Hotel Azura,3.8,Very Good,Bhatia Bazar Old,6.8 km drive to Porbandar Airport (PBD),1933,2700,24-hour Room service,Porbandar,,
Lords Inn Porbandar,3.9,Very Good,GEB Colony,6.9 km drive to Porbandar Airport (PBD),4600,4600,Restaurant,Porbandar,,
Super Townhouse Bhagvadar Porbandar,4.3,Excellent,Porbandar,Not Available,1302,2398,24-hour Room service,Porbandar,,
Hotel Balaji Palace,4.1,Very Good,Panch Hatdi,4.8 km drive to Porbandar Airport (PBD),1922,2450,Restaurant,Porbandar,,
Unique Resort and Restaurant,3.9,Very Good,Porbandar,Not Available,2138,2999,Swimming Pool,Porbandar,,
Hotel Ronak Royal,3.7,Very Good,Bhatia Bazar Old,6.7 km drive to Porbandar Airport (PBD),1254,1500,24-hour Room service,Porbandar,,
Peaceful 2B Farmhouse at Porbandar.,4.7,Excellent,Chhaya,7.9 km drive to Porbandar Airport (PBD),2458,3500,Shared Kitchen,Porbandar,,
Hotel R inn,3.4,Good,Panch Hatdi,6.4 km drive to Porbandar Airport (PBD),952,1100,24-hour Room Service,Porbandar,,
Hotel Suraj Inn,4.5,Excellent,Panch Hatdi,5.5 km drive to Porbandar Airport (PBD),1112,1450,24-hour Room Service,Porbandar,,
Hotel Kaveri International,3.5,Very Good,Panch Hatdi,4.3 km drive to Porbandar Airport (PBD),1294,1495,24-hour Room Service,Porbandar,,
HOTEL BALAJI SQUARE,3.4,Good,Panch Hatdi,970 m drive to Porbandar Railway Station,1480,1699,24-hour Room service,Porbandar,,
Happy Place,3.2,Good,Panch Hatdi,4.7 km drive to Porbandar Airport (PBD),1082,1250,Restaurant,Porbandar,,
Hotel Safffron,3.4,Good,Panch Hatdi,6.6 km drive to Porbandar Airport (PBD),997,1300,24-hour Room service,Porbandar,,
Hotel Madhuvan,2.7,Average,Porbandar,Not Available,1384,1900,Private Beach,Porbandar,,
"Shivam Hotel, Madhavpur",3.8,Very Good,Porbandar,Not Available,2638,3500,Restaurant,Porbandar,,
Hotel Madhav and Shiv Restaurant,3.5,Very Good,Porbandar,Not Available,1731,2000,Restaurant,Porbandar,,
HOTEL SHEETAL(NEW),1.3,Poor,Chhaya,3.9 km drive to Porbandar Airport (PBD),874,1010,24-hour Room Service,Porbandar,,
Hotel Rajdhani,3.1,Good,Panch Hatdi,6.2 km drive to Porbandar Airport (PBD),305,400,24-hour Room Service,Porbandar,,
Hotel Rupali,3.5,Very Good,Bhatia Bazar Old,6.7 km drive to Porbandar Airport (PBD),1297,1499,Air Conditioning,Porbandar,,
Super Townhouse MG Road Porbandar,3.5,Very Good,Panch Hatdi,5.8 km drive to Porbandar Airport (PBD),1060,2450,Restaurant,Porbandar,,
Heritage Khirasara Palace,4.2,Very Good,"Vada Rd, Khirasara",Not Available,3475,4750,Jacuzzi,Rajkot,,
Hotel Jyoti,3.9,Very Good,"Karanpara, Rajkot",4 minutes walk to Rajkot Bus Station,2090,4700,Restaurant,Rajkot,,
Hotel Nova Palm,3.4,Good,"Near Rajkot Bus Stand, Rajkot",Not Available,1003,6099,24-hour Room Service,Rajkot,,
Hotel Sunshine,3.7,Very Good,"Karanpara, Rajkot",5 minutes walk to Rajkot Bus Station,1123,1926,Restaurant,Rajkot,,
HOTEL EVERLAND,4,Very Good,"Sadar, Rajkot",10 minutes walk to Yagnik Road,2646,3456,24-hour Room service,Rajkot,,
PRIDE RESORT RAJKOT - Pure Veg,4.2,Very Good,"Rajkot, Rajkot",Not Available,4000,5000,24-hour Room service,Rajkot,,
HOTEL EVERLAND,4,Very Good,"Sadar, Rajkot",10 minutes walk to Yagnik Road,2959,3456,24-hour Room service,Rajkot,,
Nirali Resorts,4.1,Very Good,"Vajdi, Rajkot",Not Available,3798,4499,24-hour Room service,Rajkot,,
Nova Park,3.3,Good,"Sadar, Rajkot",10 minutes walk to Yagnik Road,1217,6299,24-hour Room service,Rajkot,,
The Sky Imperial Aarivaa Luxury Stays,4,Very Good,"Maruti Nagar, Rajkot",Not Available,4470,6500,24-hour Room service,Rajkot,,
Hotel Nexus,4.1,Very Good,"Rajputpara, Rajkot",4 minutes walk to Rajkot Bus Station,2697,6299,24-hour Room service,Rajkot,,
Hotel Nova Pride,3.5,Very Good,"Near Rajkot Bus Stand, Rajkot",10 minutes walk to Bangdi Bazaar,1159,2100,24-hour Room service,Rajkot,,
Treebo Oscar,3.7,Very Good,"Near Rajkot Bus Stand, Rajkot",6 minutes walk to Rajkot Bus Station,1461,3950,24-hour Room service,Rajkot,,
The Garden Ananta Elite,3.6,Very Good,"Rajkot, Rajkot",14.6 km from city centre,4795,7000,24-hour Room service,Rajkot,,
Hotel Nova Star,3.4,Good,"Sadar, Rajkot",10 minutes walk to Yagnik Road,867,1900,24-hour Room service,Rajkot,,
THE ROYAL RETREAT,3.5,Very Good,"Padadhari, Padadhari",Not Available,2757,4000,Restaurant,Rajkot,,
Hotel Krish,4.1,Very Good,"Jetpur, Jetpur",Not Available,1303,1699,24-hour Room Service,Rajkot,,
Lords Eco Inn Shapar - Pure Veg,3.9,Very Good,"Kotda Sangani, Kotda Sangani",Not Available,3500,3500,Restaurant,Rajkot,,
Hotel Nova Bizz,3.6,Very Good,"Sardar Nagar, Rajkot",Not Available,2161,3400,24-hour Room Service,Rajkot,,
HOTEL NOVA BLING,3.5,Very Good,"Rajputpara, Rajkot",7 minutes walk to Rajkot Bus Station,1358,2600,Jacuzzi,Rajkot,,
Seasons Hotels Rajkot,4.5,Excellent,"Royal Enclave, Rajkot",Not Available,6720,7500,Swimming Pool,Rajkot,,
Super Collection O Limda Chowk formerly Hotel Harmony,3.8,Very Good,"Near Rajkot Bus Stand, Rajkot",10 minutes walk to Rajkot Bus Station,1601,2955,Restaurant,Rajkot,,
Hotel Cross Road,3.3,Good,"Rajputpara, Rajkot",7 minutes walk to Rajkot Bus Station,1106,2800,24-hour Room Service,Rajkot,,
Hotel city inn,3.8,Very Good,"Rajputpara, Rajkot",3 minutes walk to Rajkot Bus Station,1227,1599,Gym,Rajkot,,
Hotel Crown,3.4,Good,"Rajputpara, Rajkot",6 minutes walk to Rajkot Bus Station,1211,2429,Restaurant,Rajkot,,
Hotel Nova Boutique,3.7,Very Good,"Karanpara, Rajkot",5 minutes walk to Rajkot Bus Station,1788,2700,Jacuzzi,Rajkot,,
JVL By Nexottel,3.4,Good,"Mavdi, Rajkot",Not Available,2343,3299,24-hour Room service,Rajkot,,
Hotel The Grand Shiva,3.2,Good,"Yogi Nagar, Gondal",8 minutes walk to Gondal Railway Station,1751,2016,24-hour Room Service,Rajkot,,
Sayaji Rajkot,4.3,Excellent,"Nana Mava, Rajkot",Not Available,7000,7000,Spa,Rajkot,,
Hotel The Grand Regency,4.1,Very Good,"Bhakti Nagar, Rajkot",7 minutes walk to Rajkot Bus Station,3332,4099,Restaurant,Rajkot,,
HOTEL RIO ORBIT,3.7,Very Good,"Rajkot, Rajkot",13.1 km from city centre,1151,1500,24-hour Room Service,Rajkot,,
Hotel Galaxy,2.7,Average,"Gundala, Gondal",Not Available,1402,1800,24-hour Room service,Rajkot,,
Hotel Cow Residency,3.8,Very Good,"Karanpara, Rajkot",4 minutes walk to Rajkot Bus Station,1644,1899,Restaurant,Rajkot,,
"Prabhu Resort by King's Kraft, Rajkot",3.6,Very Good,"Rajkot, Rajkot",7.7 km drive to Rajkot International Airport,3038,4200,Gym,Rajkot,,
THE PINEVINTA HOTEL,4.2,Very Good,"Bhakti Nagar, Rajkot",9 minutes walk to Bhaktinagar Railway Station,3318,3900,Restaurant,Rajkot,,
Hotel Near Me,3.9,Very Good,"Kotecha Nagar, Rajkot",Not Available,972,1649,24-hour Room service,Rajkot,,
Hotel Blue Leaf,3.9,Very Good,"Near Rajkot Bus Stand, Rajkot",9 minutes walk to Rajkot Bus Station,1062,1249,24-hour Room Service,Rajkot,,
HOTEL NOVA BLISS,4,Very Good,"Nana Mava, Rajkot",Not Available,2822,6500,Jacuzzi,Rajkot,,
The Elements,4.1,Very Good,"Gandhigram, Rajkot",Not Available,2683,3399,Lounge,Rajkot,,
Patria Suites,4.4,Excellent,"Sakhiya Nagar, Rajkot",5 minutes walk to Race Course Ground,4985,8299,Gym,Rajkot,,
Hotel Kailash,3.9,Very Good,"Jetpur, Jetpur",Not Available,1233,4200,Bonfire,Rajkot,,
"FabHotel SK - Nr. Rajkot Municipal Corporation, Central Zone (120M)",3.5,Very Good,"Rajputpara, Rajkot",3 minutes walk to Rajkot Bus Station,1514,3413,Fireplace,Rajkot,,
HOTEL GOLDSTAR,3.9,Very Good,"Karanpara, Rajkot",6 minutes walk to Rajkot Bus Station,1463,2700,24-hour Room Service,Rajkot,,
Hotel Royal Elite,3.2,Good,"Bhakti Nagar, Rajkot",8 minutes walk to Rajkot Bus Station,971,1400,24-hour Room Service,Rajkot,,
THE GALLERIA HOTEL,3.9,Very Good,"Mavdi, Rajkot",Not Available,3544,4050,Gym,Rajkot,,
NEW HOTEL EUROPA INN,3.6,Very Good,"Near Rajkot Bus Stand, Rajkot",8 minutes walk to Rajkot Bus Station,970,1949,24-hour Room service,Rajkot,,
Ananta Suits Gondal,4.3,Excellent,"Gundala, Gondal",Not Available,2390,2800,24-hour Room Service,Rajkot,,
HOTEL PARADISE ( 50 meter from Rajkot Junction Railway Station ),3.8,Very Good,"Near Rajkot Bus Stand, Rajkot",3 minutes walk to Rajkot Junction Railway Station,1074,1400,24-hour Room service,Rajkot,,
EL CLASSICO,4.1,Very Good,"Near Rajkot Bus Stand, Rajkot",9 minutes walk to Rajkot Bus Station,1687,2200,Swimming Pool,Rajkot,,
King's Kraft Stay Inn,3.9,Very Good,"Mota Mava, Rajkot",Not Available,4000,4000,Restaurant,Rajkot,,
Hotel Nova Sky,3.3,Good,"Kalawad Road, Rajkot",8 minutes walk to Indira Circle BRTS Bus Station,1239,1900,24-hour Room Service,Rajkot,,
Hotel Bhabha,3.4,Good,"Near Rajkot Bus Stand, Rajkot",8 minutes walk to Rajkot Bus Station,2632,4989,Restaurant,Rajkot,,
HOTEL THE SENTOSA,3.8,Very Good,"Yagnik Rd, Rajkot",Not Available,3520,5000,Restaurant,Rajkot,,
HOTEL KRISHNA PARK RESORT,3.5,Very Good,"Vavdi, Rajkot",Not Available,2006,4000,Swimming Pool,Rajkot,,
Hotel Star Palace,3.1,Good,"Sadar, Rajkot",10 minutes walk to Yagnik Road,726,1100,Butler Services,Rajkot,,
Galaxy Hotel,3.5,Very Good,"Near Rajkot Bus Stand, Rajkot",8 minutes walk to Rajkot Bus Station,2542,5000,Indoor Games,Rajkot,,
Hotel O H.R.KING HOTEL,3.3,Good,"Bhakti Nagar, Rajkot",4 minutes walk to Rajkot Bus Station,793,1463,24-hour Room service,Rajkot,,
Hotel Samrat International,3.1,Good,"Karanpara, Rajkot",5 minutes walk to Rajkot Bus Station,622,900,Restaurant,Rajkot,,
Hotel Venus,3.7,Very Good,"Karanpara, Rajkot",5 minutes walk to Rajkot Bus Station,1095,2100,24-hour Room Service,Rajkot,,
Hotel Pallav,3.7,Very Good,"Kalawad Road, Rajkot",3 minutes walk to Indira Circle BRTS Bus Station,2542,3000,Restaurant,Rajkot,,
The Imperial Palace,4,Very Good,"Yagnik Rd, Rajkot",Not Available,6496,7500,Spa,Rajkot,,
Hotel Classique,3.7,Very Good,"Gavliwad, Rajkot",970 m drive to Dharmendra Road,2541,2999,24-hour Room Service,Rajkot,,
Hotel Rajdhani,3.8,Very Good,"Karanpara, Rajkot",5 minutes walk to Rajkot Bus Station,996,1150,24-hour Room Service,Rajkot,,
Hotel K-Rose,3.5,Very Good,"Near Rajkot Bus Stand, Rajkot",9 minutes walk to Rajkot Bus Station,1530,1995,24-hour Room Service,Rajkot,,
Hotel Tej Palace,3.7,Very Good,"Karanpara, Rajkot",3 minutes walk to Rajkot Bus Station,959,1250,24-hour Room service,Rajkot,,
Hotel Upasana,3.4,Good,"Near Rajkot Bus Stand, Rajkot",7 minutes walk to Rajkot Bus Station,767,2000,24-hour Room Service,Rajkot,,
